country,name,longName,foundingDate,population,capital,largestCity,area
1725,pen is,,1516-01-23,,Valladolid,,
1726,Serbi,,,,Belgrade,,
1727,Serbi,,,,Belgrade,,
1728,Hadiy,,,,Hadiya Zone,,
1729,Haestingas,,,,Hastings,,
1730,Hafsid,,,,Tunis,,
1731,Haiti,Republic of Haiti,1804-01-01,10604000,Port-au-Prince,,10714mi
1732,Haiti,Republic of Haiti,1844-02-27,10604000,Port-au-Prince,,10714mi
1733,The Hajduk Republic of Mijat Tomić,Hajdučka Republika Mijata Tomić,6/29/2002,,,,3km
1734,Haleri Kings of Kodagu,,,,Madiker,,
1735,Hamaland,,,,Zutphen,,
1736,Hammadid,,,,Béjaï,,
1737,Hammadid,,,,Beni Hammad For,,
1738,H,,,,"Yuzhou, Henan",,
1739,H,,,,Xinzheng,,
1740,H,,,,Luoyang,,
1741,H,,,,Xuchang,,
1742,H,,,,Chang'an,,
1743,Hanau-Lichtenberg,,,,"Bouxwiller, Bas-Rhin",,
1744,Hanau-Münzenberg,,,,Hanau,,
1745,,,,,,,
1746,Hanthawaddy Kingdo,,1287-04-04,,"Bago, Myanmar",,
1747,Hanthawaddy Kingdo,,1287-04-04,,Mottam,,
1748,Hanthawaddy Kingdo,,1287-04-04,,Donwun,,
1749,"Hariphunchai, Haripunjay",,,,Lamphun,,
1750,Haryanka dynasty,,,,Rajgir,,
1751,Haryanka dynasty,,,,Pataliputr,,
1752,Hasmoneans,,,,Jerusalem,,
1753,Hatay Stat,,9/7/1938,,Antaky,,
1754,Heggbach Abbey,,1429-06-26,,,,
1755,Greec,,4/6/1941,,,,
1756,Helmarshausen Abbey,,,,,,
1757,Switzerland,,1798-04-12,,Aarau,,
1758,Switzerland,,1798-04-12,,Lucerne,,
1759,Hephthalites,,,,Balkh,,
1760,Hephthalites,,,,Kunduz,,
1761,Hephthalites,,,,Sialko,,
1762,Apkhazeti,,,,Shak,,
1763,Herford Abbey,,,,,,
1764,Her,Her,,,,,0.77mi
1765,Herodian kingdo,,,,Jerusalem,,
1766,Herrenalb Abbey,,,,,,
1767,Hersfeld Abbey,,,,,,
1768,Herzegovina-Neretv,Herzegovina-Neretva Cant,6/12/1996,,Mostar,Mo,1699mi
1769,Hesse-Homburg,,,,,,
1770,Hesse-Marburg,,,,Marburg,,
1771,Heungyo,,,,,,
1772,Tabal,,,,,,
1773,Himan and Heeb,Himan and Heeb Stat,,,Adado,Adado,
1774,Himyarite Kingdo,,,,"Zafar, Yemen",,
1775,Himyarite Kingdo,,,,Sana',,
1776,Roman Empir,,,,Hispania Citerior,,
1777,Roman Empir,,,,Hispania Ulterior,,
1778,Roman Empir,,,,Hispania Bae,,
1779,,,11/4/1964,,La Paz,,
1780,,,11/4/1964,,Sucre,,
1781,Chil,,1891-09-18,,,,
1782,Liby,,9/1/1969,,Tripo,,
1783,Liby,,9/1/1969,,Sirte,,
1784,Liby,,3/2/1977,,Tripo,,
1785,Liby,,3/2/1977,,Sirte,,
1786,Malt,,1530-03-24,,Valle,,
1787,Malt,,1530-03-24,,Birgu,,
1788,Nauru,,12/17/1920,,Yaren Distr,,
1789,Nauru,,11/1/1947,,Yaren Distr,,
1790,Portugal,,1415-08-14,,Lisbon,,
1791,Portugal,,,,Lisbon,,
1792,Portugal,,,,Lisbon,,
1793,Portugal,,,,Rio de Janeiro,,
1794,Portugal,,,,Lisbon,,
1795,Republika Srpsk,,1/9/1992,,"Pale, Bosnia and Herzegovin",,
1796,Spai,,1810-09-24,,Madrid,,
1797,Speyer,,,,Speyer,,
1798,Sud,,1/1/1956,,,,
1799,Sud,,5/25/1969,,,,
1800,"Khitan, Liao dynasty, Qara Khitai",,,,Administrative divisions of the Liao dynasty,,
1801,United States Military Government of the Philippine Islands,,1898-08-14,,Man,,
1802,Philippines,,7/4/1946,,Man,,
1803,Philippines,,7/4/1946,,Quezon City,,
1804,Philippines,,1/17/1973,,Man,,
1805,Philippines,Republic of the Philippines,2/2/1987,,Man,,
1806,Roman Empir,,,,Rome,,
1807,Roman Empir,,,,Tetrarchy,,
1808,Ryukyu,,,,Shuri Castle,,
1809,Ugand,,1/25/1971,,Kam,,
1810,Hittites,,,,Hattus,,
1811,Hocabá or Hocabá-Homú,,,,Hocabá,,
1812,Hohenloh,,,,Öhringen,,
1813,Hohenzollern-Heching,,,,Hechingen,,
1814,Hohenzollern-Sigmaring,,,,Sigmaringen,,
1815,Hokuz,,,,Nakijin Castle,,
1816,Holstein-Pinneberg,,,,Pinneberg,,
1817,Holstein-Rendsburg,,,,,,
1818,Reunio,The Holy Empire of Reuni,8/28/1997,900,,,
1819,Holy Roman Empir,,0962-02-02,,,,
1820,,,,,,,
1821,Honduras,Republic of Honduras,1821-09-15,8249574,Tegucig,Tegucigalp,43278mi
1822,Honduras,Republic of Honduras,1823-07-01,8249574,Tegucig,Tegucigalp,43278mi
1823,Hong Bang Dynasty,,,,Nghĩa Lĩnh (capital),,
1824,Hong Bang Dynasty,,,,Ngàn Hống (capital),,
1825,Hong Bang Dynasty,,,,Phong Châu,,
1826,Hong Kong,Hong Kong Special Administrative Region of the People's Republic of Chi,1841-01-26,7234800,,,426mi
1827,Hong Kong,Hong Kong Special Administrative Region of the People's Republic of Chi,1842-08-29,7234800,,,426mi
1828,Hotak Empir,,,,Isfahan,,
1829,Hotak Empir,,,,Kandahar,,
1830,Henneberg,,,,Römhild,,
1831,Henneberg,,,,Schleusingen,,
1832,Henneberg,,,,"Henneberg, Thuring",,
1833,Hohenzollern-Haigerloch,,,,Haigerloch,,
1834,Nassau-Weilburg,,,,,,
1835,Rapperswil,,,,Rappersw,,
1836,,,,,Český Krumlov,,
1837,,,,,Scheinfeld,,
1838,,Kingdom of Lovely,1/1/2005,,,,
1839,Hoysala Empir,,,,Halebidu,,
1840,Hoysala Empir,,,,Belur,,
1841,Huan Chu,,0403-01-01,,Jiankang,,
1842,Huan Chu,,0403-01-01,,Jiangling County,,
1843,Huang,,,,Huangchuan County,,
1844,Huitzilopochco,,,,,,
1845,Hungary,,8/20/1949,,Budapes,,
1846,Hungary,,8/8/1919,,Budapes,,
1847,Hungary,,3/21/1919,,,,
1848,Hungary,,1849-04-14,,Bud,,
1849,Hungary,Hungary,1000-12-25,9855571,Budapes,List of historical capitals of Hun,35919mi
1850,Hungary,Hungary,10/23/1989,9855571,Budapes,List of historical capitals of Hun,35919mi
1851,Hunnic Empir,,,,,,
1852,Huo,,,,Shanx,,
1853,Huo,,,,Huozhou,,
1854,Hutsul Republic,,1/8/1919,,,,
1855,The Hwicc,,,,Worcester,,
1856,Hyderabad,,,,"Aurangabad, Maharashtr",,
1857,Hyderabad,,,,Hyderabad,,
1858,Ireland,,,,,,
1859,Iceland,Iceland,,,Reykjavík,,39699mi
1860,Iceland,,,,Þingvellir,,
1861,Russi,,12/12/1917,,Kazan,,
1862,Idrisid Dynasty,,,,"Fez, Morocco",,
1863,Idrisid Dynasty,,,,Volubilis,,
1864,Idrisid Dynasty,,,,Hajar an-Nasar,,
1865,Asir,,,,Saby,,
1866,,,,,,,
1867,Ikkō-ikki,,,,Ishiyama Hongan-j,,
1868,,Amsterdam Island,,,,,55km
1869,,(New Amsterdam),,,,,55km
1870,,Saint Paul Island,,,,,6km
1871,Les Saintes,,,,"Fond-du-Curé, les Saintes","Petite-Anse, les Sain",4.9mi
1872,Ilkhanat,,,,Maragheh,,
1873,Ilkhanat,,,,Tabriz,,
1874,Ilkhanat,,,,Soltaniyeh,,
1875,Futa Jallo,,,,Timbo,,
1876,Toorobe Almamat,,,,Orefonde,,
1877,Kempten Abbey,,,,Kempten,,
1878,Ortenburg,,,,,,
1879,Rantzau,,,,"Rantzau, Plön",,
1880,,Imperial Thr,,,,,
1881,Inca Empir,,,,Cusco,,
1882,Albani,,11/28/1912,,Vlorë,,
1883,Macedoni,,9/8/1944,,Skopje,,
1884,Croati,,4/10/1941,,Zagreb,,
1885,Rainbow Creek,Independent State of Rainbow Creek,7/23/1979,,,,
1886,Indi,Republic of Indi,8/15/1947,1276267000,New Delh,Mumb,1269346mi
1887,Indi,Republic of Indi,1/26/1950,1276267000,New Delh,Mumb,1269346mi
1888,,,7/22/1954,,"Dadra, Dadra and Nagar Have",,
1889,,,7/22/1954,,Silvass,,
1890,,,,,,,
1891,Indo-Greek Kingdo,,,,Alexandria on the Caucasus,,
1892,Indo-Greek Kingdo,,,,Tax,,
1893,Indo-Greek Kingdo,,,,Charsadd,,
1894,Indo-Greek Kingdo,,,,Sialko,,
1895,Indo-Greek Kingdo,,,,Pushkalav,,
1896,Indo-Greek Kingdo,,,,Sag,,
1897,Indo-Greek Kingdo,,,,Sirk,,
1898,Indonesi,Republic of Indonesi,8/17/1945,255461700,Jakar,,735358mi
1899,,,8/17/1945,,Jakar,,
1900,,,8/17/1945,,Yogyakar,,
1901,Indo-Parthian Kingdo,,,,Tax,,
1902,Indo-Parthian Kingdo,,,,Kabu,,
1903,Indo-Scythian Kingdo,,,,Tax,,
1904,Indo-Scythian Kingdo,,,,Mathur,,
1905,Indo-Scythian Kingdo,,,,Sig,,
1906,Inini,,7/6/1930,,Saint-Élie,,
1907,Injuids,,,,Isfahan,,
1908,Injuids,,,,Shiraz,,
1909,Inner Mongolian People's Republic,,9/9/1945,,Sonid Right Banner,,
1910,Insular Government,,7/1/1901,,Man,,
1911,Chiloé,,,,Ancud,,
1912,Indi,,9/2/1946,,New Delh,,
1913,Ir,,2/11/1979,,Tehran,,
1914,Southwestern Somali,South West State of Somali,,,Baido,Merc,
1915,Southwestern Somali,South West State of Somali,,,Baido,Baido,
1916,Congo,,1879-11-17,,"Boma, Democratic Republic of the Congo",,
1917,Ruhr,,4/28/1949,,Düsseldorf,,
1918,,,5/22/1958,,,,
1919,International Committee on Intellectual Cooperatio,,,,Genev,,
1920,,,,,,,
1921,,,7/17/1998,,,,
1922,,,7/1/2002,,,,
1923,,,,,,,
1924,,,,,,,
1925,,,8/23/1953,,,,
1926,Ir,Islamic Republic of Ir,,78192200,Tehran,,636372mi
1927,Iraq,Republic of Iraq,10/3/1932,37056169,Baghdad,,169234mi
1928,Iraqi Kurdist,Kurdistan Regi,3/11/1970,8350000,Erb,,30399mi
1929,Iraq,,7/14/1958,,,,
1930,Irish Free Stat,,12/6/1922,,Dublin,,
1931,Ireland,,1/21/1919,,Dublin,,
1932,Irsee Abbey,,,,,,
1933,Isenburg-Limburg,,1258-05-22,,Limburg an der Lahn,,
1934,Isfendiyarids,,,,Kastamonu,,
1935,Isfendiyarids,,,,"Sinop, Turkey",,
1936,Isfendiyarids,,,,Eflan,,
1937,Islamic Courts Unio,,6/6/2006,,Mogadishu,,
1938,Afghanist,,9/27/1996,,Kabu,,251827mi
1939,Afghanist,,9/27/1996,,Kandahar,,251827mi
1940,Afghanist,,4/24/1992,,Kabu,,
1941,Afghanist,,4/24/1992,,Northern Alliance,,
1942,,Islands of Refreshment,1811-02-04,,,,207km
1943,Isle de Franc,,,,Port Louis,,
1944,Isle of M,Isle of M,,,"Douglas, Isle of Man",,221mi
1945,,,,,,,
1946,Israel,State of Isr,5/14/1948,8462000,Jerusalem,,8019mi
1947,Israel,State of Isr,5/11/1949,8462000,Jerusalem,,8019mi
1948,Civil Administratio,,,,,,
1949,Military Governorat,,6/5/1967,,,,
1950,Cyrenaic,,,,Benghaz,,
1951,Italian East Afric,,1/15/1936,,Addis Abab,,
1952,,,,,,,
1953,Italian Eritr,,,,Asmar,,
1954,Aegean Islands,,4/27/1912,,Rhodes (city),,
1955,Liby,,,,Tripo,,
1956,Albani,,6/23/1917,,Vlorë,,
1957,Carnaro,,9/12/1919,,Rijek,,
1958,Italy,,1802-01-26,,Milan,,
1959,Italy,,9/23/1943,,Rome,,
1960,Italy,,9/23/1943,,Salò,,
1961,Somali,,,,Mogadishu,,
1962,Trans-Jub,,,,Kismayo,,
1963,Tripolitani,,,,Tripo,,
1964,Italian United Provinces,,1831-02-05,,Bologn,,
1965,Italy,Italian Republic,1861-03-17,60795612,Rome,,116347mi
1966,Italy,Italian Republic,6/2/1946,60795612,Rome,,116347mi
1967,Ivory Coast,Republic of Côte d'Ivoir,8/7/1960,23919000,Abidjan,Abidjan,124502mi
1968,Ivory Coast,Republic of Côte d'Ivoir,8/7/1960,23919000,Yamoussoukro,Abidjan,124502mi
1969,Jabal al-Druz,,,,As-Suwayd,,
1970,Jaffna kingdo,,,,Nallur (Jaffna),,
1971,Jaintia Kingdo,,,,Jaintia Rajbar,,
1972,Jaintia Kingdo,,,,Jaintiapur Upaz,,
1973,Jalayirid Sultanat,,,,Baghdad,,
1974,Jalayirid Sultanat,,,,Basr,,
1975,Jamaic,Jamaic,8/6/1962,2950210,"Kingston, Jam",,4244mi
1976,Janapad,,,,,,
1977,Janggal,,,,,,
1978,Jap,Jap,0660-02-11,126919659,Tokyo,,377944km
1979,Jap,Jap,1890-11-29,126919659,Tokyo,,377944km
1980,Japanes,,,,,,
1981,Japanese-occupied British Borneo,,12/15/1941,,Kuching,,
1982,Japanese-occupied Cambodi,,,,Phnom Penh,,
1983,Japanese-occupied Hong Kong,,12/25/1941,,,,
1984,Japanese-occupied Malay,,12/8/1941,,Kuala Lumpur,,
1985,Japanese-occupied Singapor,,2/15/1942,,,,
1986,Imperial Jap,,3/8/1942,,Jakar,,
1987,Jeong,,,,,,
1988,Jersey,Bailiwick of Jersey,5/9/1945,99500,Saint Helier,,45.56mi
1989,Ji,,,,Jicheng (Beijing),,
1990,Ji,,,,Quwo County,,
1991,Ji,,,,Yicheng County,,
1992,Ji,,,,"Houma, Shanx",,
1993,Ji,,,,Taiyuan,,
1994,Ji,,,,,,
1995,Ji,,,,,,
1996,"Jin dynasty, 1115–1234",,1115-01-28,,Zhongdu,,
1997,"Jin dynasty, 1115–1234",,1115-01-28,,Huining Fu,,
1998,"Jin dynasty, 1115–1234",,1115-01-28,,Kaifeng,,
1999,"Jin dynasty, 1115–1234",,1115-01-28,,Runan County,,
2000,Ji,,,,Jiankang,,
2001,Ji,,,,Luoyang,,
2002,Ji,,,,Chang'an,,
2003,Jing,,,,Jiangling County,,
2004,Jinsha cultur,,,,,,
2005,Johor,,1885-12-11,,Johor Bahru,,
2006,,,,,Linguère,,
2007,Jord,Hashemite Kingdom of Jord,6/17/1946,,Amman,,35637mi
2008,West Bank,,,,,,
2009,Joseo,,1392-07-17,,Seou,,
2010,,Juan de Nova Island,,,,,
2011,Jubaland,Jubaland State of Somali,4/3/2011,953045,Bu'ale,,33000mi
2012,Jubaland,Jubaland State of Somali,8/29/2013,953045,Bu'ale,,33000mi
2013,Julian Republic,,1839-07-24,,"Laguna, Santa Catarin",,
2014,Franc,,1830-07-26,,History of Paris,,
2015,Justanid dynasty,,,,Rudbar,,
2016,Kaabu Empir,,,,Kans,,
2017,Kabardino-Balkar ASSR,,,,,,
2018,Kabul Shahi,,,,Kabu,,
2019,Dimasa Kachari dynasty,,,,Dimapur,,
2020,Kadambas of Kothivasi,,,,Banavas,,
2021,The Peasants' Kingdo,,,,Kanazaw,,
2022,Kahlur,,,,"Bilaspur, Himachal Pradesh",,
2023,Kurip,,,,Pasuruan,,
2024,Kurip,,,,Surabay,,
2025,Kaisheim Abbey,,,,,,
2026,Kakatiya dynasty,,,,Warang,,
2027,Kakuyids,,,,Isfahan,,
2028,Kakuyids,,,,Yazd,,
2029,Kalabhras Empir,,,,Puhar,,
2030,Kalachuri empir,,,,Tripuri people,,
2031,Kalachuri empir,,,,Basavakalyan,,
2032,Kaling,,,,,,
2033,Kalingg,,,,Jepar,,
2034,Kalingg,,,,Pekalongan,,
2035,Kalinyamat,,,,Jepar,,
2036,Kalmar Unio,,1397-06-17,,Copenhagen,,
2037,Kalmyk Khanat,,,,,,
2038,Kamakura shogunat,,1192-07-12,,Kamakur,,
2039,Kamarup,,,,Pragjyotishpur,,
2040,Kamarup,,,,Tezpur,,
2041,Kamarup,,,,Durjay,,
2042,Kameru,,,,Dou,,
2043,Kameru,,,,Bue,,
2044,Kammanu,,,,Melid,,
2045,Kanem Empir,,,,Njim,,
2046,Kangar Unio,,,,,,
2047,KaNgw,,,,Louieville,,
2048,KaNgw,,,,De facto,,
2049,KaNgw,,,,Kamatsamo,,
2050,Kano Emirat,,,,Tak,,
2051,Kano Emirat,,,,Kano,,
2052,Kantipur,,,,,,
2053,Kanva dynasty,,,,Pataliputr,,
2054,Kara Del,,,,Hami City,,
2055,,,,,Tabriz,,
2056,Karabakh Beylerbeylik,,,,"Ganja, Azerbaijan",,
2057,Karabakh Khanat,,,,Shush,,
2058,Karadagh Khanat,,,,Ahar,,
2059,Karakalpakst,Republic of Karakalpakst,,1711800,Nukus,,61800mi
2060,Kara-Khanid Khanat,,,,Balasagun,,
2061,Kara-Khanid Khanat,,,,Kashgar,,
2062,Kara-Khanid Khanat,,,,Samarkand,,
2063,Karamanids,,,,"Ereğli, Kony",,
2064,Karamanids,,,,"Mut, Mersin",,
2065,Karamanids,,,,Ermenek,,
2066,Karamanids,,,,Karaman,,
2067,Karamanids,,,,Kony,,
2068,Karelo-Finnish SSR,,3/31/1940,,Petrozavodsk,,
2069,Karkoṭa Samarajy,,,,Parihaspore,,
2070,Karkoṭa Samarajy,,,,Srinagar,,
2071,Karluk Stat,,,,Suyab,,
2072,Kassite dynasty of the Babylonian Empir,,,,Dur-Kurigalzu,,
2073,Qazaq Khanat,,,,Turkistan (city),,
2074,Kazakh SSR,,12/5/1936,,Almaty,,
2075,Kazakhst,Republic of Kazakhst,12/16/1991,17563300,Astan,Alm,1052085mi
2076,Kazakhst,Republic of Kazakhst,12/25/1991,17563300,Astan,Alm,1052085mi
2077,Kedah,,7/9/1909,,Alor Setar,,
2078,Madja-as,,,,,,
2079,Kediri,,,,"Kediri, East Jav",,
2080,Kenmu Restoratio,,,,,,
2081,Keny,Republic of Keny,12/12/1963,45010056,Nairob,Nairob,224080mi
2082,Keny,Republic of Keny,12/12/1964,45010056,Nairob,Nairob,224080mi
2083,Keny,,12/12/1963,,,,
2084,Keraites,,,,Karakoram,,
2085,Kerguelen Islands,Kerguelen Islands,,45,,,7215km
2086,Ker,,,,Kerm,,
2087,Khalkhal Khanat,,,,"Khalkhal, Iran",,
2088,Khamag Mongol,,,,Kherlen River,,
2089,Bukhar,,,,Bukhar,,
2090,Kaz,,,,Kazan,,
2091,Khiv,,,,Khiv,,
2092,Kokand,,,,Kokand,,
2093,Khanate of Sibir,,,,Qashliq,,
2094,Khanate of Sibir,,,,Chimgi-Tur,,
2095,Khatumo,Khatumo State of Somali,,200000,Las Anod,Las Anod,
2096,Khazari,,,,A,,
2097,Khazari,,,,Samandar (city),,
2098,Khazari,,,,Balanjar,,
2099,Egypt,,1867-06-08,,Cairo,,
2100,Khemed,Emirate of Khemed,,,Wadesdah,,
2101,Khen dynasty,,,,,,
2102,Khilji Sultanat,,,,Delh,,
2103,Khmer Empir,,,,Yaśodharapur,,
2104,Khmer Empir,,,,Angkor,,
2105,Khmer Empir,,,,Hariharalay,,
2106,Khmer Republic,,3/18/1970,,Phnom Penh,,
2107,Khorez,,4/26/1920,,Khiv,,
2108,Khoshut Khanat,,,,,,
2109,Khoy Khanat,,,,Khoy,,
2110,Khurasanid principality,,,,Tunis,,
2111,Khwarazmian Empir,,,,Ghazn,,
2112,Khwarazmian Empir,,,,Samarkand,,
2113,Khwarazmian Empir,,,,Tabriz,,
2114,Khwarazmian Empir,,,,Konye-Urgench,,
2115,Jiaozhou Bay,,1898-03-06,,Qingdao,,
2116,Quiché kingdo,,,,Q'umarkaj,,
2117,Rus',,,,Kiev,,
2118,Kimek Khanat,,,,Imek,,
2119,Kimek Khanat,,,,Khagan-Kimek,,
2120,Apkhazeti,,,,Kutais,,
2121,Apkhazeti,,,,Anacopia Fortress,,
2122,Afghanist,,6/9/1926,,Kabu,,
2123,Kingdom of Ait Abbas,,,,Kalâa of Ait Abbas,,
2124,Aksum or Axu,,,,Axum,,
2125,Albani,,,,Durrës,,
2126,Arago,,,,Hues,,
2127,Arago,,,,J,,
2128,Arago,,,,Zaragoz,,
2129,Araucanía and Patagoni,,,,Chile,,
2130,Araucanía and Patagoni,,,,Araucanía Region,,
2131,Araucanía and Patagoni,,,,Cautín Province,,
2132,Araucanía and Patagoni,,,,Perquenco,,
2133,Arles,,,,Arles,,
2134,Kingdom of Armeni,,,,Armavir (ancient city),,
2135,Kingdom of Armeni,,,,Vagharsh,,
2136,Kingdom of Armeni,,,,Artax,,
2137,Kingdom of Armeni,,,,Tigranocer,,
2138,Kingdom of Armeni,,,,Yervandashat (ancient city),,
2139,Kingdom of Armeni,,,,Dvin (ancient city),,
2140,,,,,Principality of Khachen,,
2141,Asturias,,,,Cangas de Onís,,
2142,Asturias,,,,Oviedo,,
2143,Asturias,,,,Prav,,
2144,Asturias,,,,San Martín del Rey Aurelio,,
2145,Ava Kingdo,,,,Inw,,
2146,Ava Kingdo,,,,Piny,,
2147,Ava Kingdo,,,,Sagaing,,
2148,Bavari,,1805-12-26,,Munich,,
2149,Bohemi,,,,Prague,,
2150,Bola'ang-Mongondow,,,,Kotobangon,,
2151,Bora-Bor,,,,Vaitape,,
2152,Bora-Bor,,,,Nunue,,
2153,Bosni,,1377-10-26,,Jajce,,
2154,Bosni,,1377-10-26,,Bobov,,
2155,Bosni,,1377-10-26,,Visoko,,
2156,Brazil,,1815-12-16,,Rio de Janeiro,,
2157,Breif,,,,Killeshandr,,
2158,Brittany,,0851-08-22,,,,
2159,Bulgari,,9/22/1908,,Sof,,
2160,Bumthang,,,,Jakar Dzong,,
2161,Burundi,,,,Bujumbur,,
2162,Burundi,,,,Giteg,,
2163,Butu,,,,Kham,,
2164,Cambodi,,11/9/1953,,Phnom Penh,,
2165,Candi,,,,Heraklion,,
2166,Castil,,,,Burgos,,
2167,Castil,,,,"Toledo, Spain",,
2168,Ceredigio,,,,,,
2169,Chiang Mai,,,,Chiang M,,
2170,Cochi,,,,Thiruvanchikulam Temple,,
2171,Cochi,,,,Koch,,
2172,Cochi,,,,Thrissur,,
2173,Cochi,,,,Thrippunithur,,
2174,Commag,,,,Samos,,
2175,Coorg,,,,Madiker,,
2176,Coorg,,,,Piriyapatn,,
2177,Corsic,,,,"Corte, Haute-Corse",,
2178,Corsic,,,,Cervione,,
2179,Croati,,,,Solin,,
2180,Croati,,,,Knin,,
2181,Croati,,,,"Nin, Cro",,
2182,Croati,,,,Biograd na Moru,,
2183,Croati,,1527-01-01,,Varaždin,,
2184,Croati,,1527-01-01,,Zagreb,,
2185,Croati,,1868-09-26,,Zagreb,,
2186,Cusco,,,,Cusco,,
2187,Cyprus,,,,Nicos,,
2188,Dagbo,Kingdom of Dagb,,4228116,"Tamale, Ghan","Tamale, Ghan",97702km
2189,Dalmati,,1815-06-22,,Zadar,,
2190,Dambadeniya Kingdo,,,,Dambadeniy,,
2191,Dambadeniya Kingdo,,,,Kuruneg,,
2192,Dambadeniya Kingdo,,,,Polonnaruw,,
2193,Dambadeniya Kingdo,,,,Yapahuw,,
2194,Dubli,,,,Dublin,,
2195,Dyfed,,,,,,
2196,East Angli,,,,Dommo,,
2197,East Angli,,,,Rendlesham,,
2198,Egypt,,3/15/1922,,Cairo,,
2199,,Kingdom of Elleor,,,,,0.015km
2200,England,,,,City of London,,
2201,England,,,,London,,
2202,England,,,,Winchester,,
2203,England,,,,Westminster,,
2204,Essex,,,,London,,
2205,Etruri,,1801-03-21,,,,
2206,Fiji,,1871-06-05,,,,
2207,Finland,,5/18/1918,,,,
2208,Franc,,0843-08-10,,Versailles (city),,
2209,Franc,,0843-08-10,,Paris,,
2210,Franc,,1791-09-03,,,,
2211,Fu,,,,Vyadhapur,,
2212,Fu,,,,Óc Eo,,
2213,Galici,,,,Santiago de Composte,,
2214,Galici,,1772-08-05,,Lviv,,
2215,Galicia–Volhyni,,,,Volodymyr-Volynsky,,
2216,Galicia–Volhyni,,,,Lviv,,
2217,Galicia–Volhyni,,,,Halych,,
2218,Gampol,,,,Gampo,,
2219,Garo,,,,,,
2220,Kingdom of Georgi,,,,Kutais,,
2221,Kingdom of Georgi,,,,Tbilis,,
2222,Ger,,,,,,
2223,Go,,,,Agaro,,
2224,Granad,,,,Granad,,
2225,Great Britai,,1707-05-01,,London,,
2226,Greec,,1832-08-30,,Athens,,
2227,Greec,,1832-08-30,,Nafplio,,
2228,Gu,,,,,,
2229,Gwent,,,,Portskewe,,
2230,Gwent,,,,Caerwen,,
2231,Gwynedd,,,,Abergwyngregyn,,
2232,Gwynedd,,,,Aberffraw,,
2233,Gwynedd,,,,Llanfaes,,
2234,Gwynedd,,,,Chester,,
2235,Gwynedd,,,,Deganwy,,
2236,Gwynedd,,,,Rhuddlan,,
2237,Haiti,,1811-03-28,,Cap-Haïtien,,
2238,Hanover,,1814-10-12,,Hanover,,
2239,Hawaii,,,,"Hilo, Haw",,
2240,Hawaii,,,,"Kailua, Hawaii County, Haw",,
2241,Hawaii,,,,"Lahaina, Haw",,
2242,Hawaii,,,,Waikik,,
2243,Hawaii,,,,Honolulu,,
2244,Hejaz,,6/10/1916,,,,
2245,Hejaz-Nejd,,1/8/1926,,Me,,
2246,Hejaz-Nejd,,1/8/1926,,Riyadh,,
2247,Holland,,1806-06-05,,The Hague,,
2248,Holland,,1806-06-05,,Utrech,,
2249,Holland,,1806-06-05,,Amsterdam,,
2250,Hungary,,1000-12-25,,Bud,,
2251,Hungary,,1000-12-25,,Debrecen,,
2252,Hungary,,1000-12-25,,List of historical capitals of Hungary,,
2253,Hungary,,1000-12-25,,Bratislav,,
2254,Hungary,,1000-12-25,,Budapes,,
2255,Hungary,,1000-12-25,,Esztergom,,
2256,Hungary,,1000-12-25,,Székesfehérvár,,
2257,Hungary,,1526-08-29,,Bud,,
2258,Hungary,,1526-08-29,,"Pest, Hungary",,
2259,Hungary,,1526-08-29,,Bratislav,,
2260,Hungary,,2/29/1920,,,,
2261,"Iberia, Kartli",,,,Armaz,,
2262,"Iberia, Kartli",,,,Mtskhe,,
2263,"Iberia, Kartli",,,,Tbilis,,
2264,Iceland,,12/1/1918,,Reykjavík,,
2265,Illyri,,1816-08-03,,Ljubljan,,
2266,Imereti,,,,Kutais,,
2267,Iraq,,10/3/1932,,,,
2268,Ireland,,,,Dublin,,
2269,Israel,,,,Samaria (ancient city),,
2270,Israel,,,,Penue,,
2271,Israel,,,,Shechem,,
2272,Israel,,,,Tirzah (ancient city),,
2273,Kingdom of Israel,,,,Hebron,,
2274,Kingdom of Israel,,,,Mahanaim,,
2275,Kingdom of Israel,,,,Jerusalem,,
2276,Kingdom of Israel,,,,Gibeah,,
2277,Italy,,,,Rome,,
2278,Italy,,,,Florence,,
2279,Italy,,,,Salerno,,
2280,Italy,,,,Turin,,
2281,Italy,,1805-03-17,,Milan,,
2282,Janjero,,,,,,
2283,Jerusal,,1099-07-15,,"Acre, Israe",,
2284,Jerusal,,1099-07-15,,Jerusalem,,
2285,Jerusal,,1099-07-15,,"Tyre, Lebanon",,
2286,Ji,,,,Jimm,,
2287,Jolof Kingdo,,,,Linguère,,
2288,Judah,,,,Hebron,,
2289,Judah,,,,Jerusalem,,
2290,Kaff,,,,Anderacch,,
2291,Kakheti,,,,Grem,,
2292,Kakheti,,,,Telav,,
2293,Kingdom of Kandy,,,,Kandy,,
2294,Kingdom of Kano,,,,"Dala, Niger",,
2295,Kingdom of Kano,,,,Kano,,
2296,Kartli,,,,Tbilis,,
2297,Kartli-Kakheti,,,,Tbilis,,
2298,Kent,,,,,,
2299,Kingdom of Khot,,,,Hotan,,
2300,Kongo,,,,Ango,,
2301,Kongo,,,,M'banza-Kongo,,
2302,Kingdom of Kott,,,,Sri Jayawardenepura Kotte,,
2303,Kingdom of Koukou,,,,,,
2304,Kurdist,,,,Sulaymaniyah,,
